01/image.000935.jp2;1346.82;246.76;1582.12;484.41;65;2;1;1;1;935;C43;
01/image.000936.jp2;1164.88;237.94;1324.29;397.35;65;2;1;1;1;936;C43;
01/image.000937.jp2;1077.29;232.49;1196.9;352.1;65;2;1;1;1;937;C43;
05/image.000938.jp2;1346.21;387.23;1427.79;468.53;-1;-1;2;1;5;938;X21;
05/image.000939.jp2;1466.1;397.68;1566.1;498.02;-1;-1;2;1;5;939;X21;
07/image.000940.jp2;155.94;139.59;260.65;328.41;-1;-1;2;1;7;940;X21;
05/image.000938.jp2;1346.49;471.65;1416.46;538.5;34;1;2;2;5;938;B15A;
05/image.000939.jp2;1466.78;500.63;1549.77;581.59;34;1;2;2;5;939;B15A;
07/image.000940.jp2;229.53;331;290.71;489.82;34;1;2;2;7;940;B15A;
02/image.000941.jp2;904.91;83.33;967.17;178.85;65;2;3;1;2;941;F4a;
02/image.000942.jp2;1349.78;102.95;1415.01;198.23;65;2;3;1;2;942;F4a;
02/image.000943.jp2;229.66;65.75;297.37;160.93;65;2;3;1;2;943;F4a;
01/image.000944.jp2;1515.78;476.04;1578.11;535.87;80;3;4;1;1;944;D7;
01/image.000945.jp2;1066.23;383.12;1109.31;429.08;80;3;4;1;1;945;D7;
01/image.000946.jp2;1245.14;423.36;1294.17;475.44;80;3;4;1;1;946;D7;
01/image.000944.jp2;1508.85;537.94;1575.06;591.4;207;0;4;2;1;944;m6;
01/image.000945.jp2;1065.15;432.27;1110.15;470.54;207;0;4;2;1;945;m6;
01/image.000946.jp2;1241.5;479.25;1295.24;522.19;207;0;4;2;1;946;m6;
00/image.000947.jp2;397.92;238.06;434.13;275.08;80;3;5;1;0;947;D7;
00/image.000948.jp2;275.26;248.85;315.17;289.72;80;3;5;1;0;948;D7;
00/image.000949.jp2;139.48;264.75;183.94;309.74;80;3;5;1;0;949;D7;
05/image.000950.jp2;1017.29;343.71;1067.77;388.74;31;6;6;1;5;950;B1;
05/image.000951.jp2;1113.2;332.09;1191.32;398.57;31;6;6;1;5;951;B1;
05/image.000952.jp2;1451.44;271.76;1611.25;405.25;31;6;6;1;5;952;B1;
05/image.000953.jp2;838.8;362.55;887.99;442.69;149;10;7;1;5;953;F45;
05/image.000954.jp2;1102.16;374.43;1165.75;481.66;149;10;7;1;5;954;F45;
05/image.000955.jp2;1485.42;369.1;1584.94;536.09;149;10;7;1;5;955;F45;
01/image.000956.jp2;1050.57;245.75;1081.15;275.5;35;1;8;1;1;956;B17;
01/image.000957.jp2;1524.35;274.57;1605.74;354.3;35;1;8;1;1;957;B17;
01/image.000958.jp2;1166.96;251.46;1210.55;291.04;35;1;8;1;1;958;B17;
05/image.000959.jp2;924.11;380.8;956.73;410.37;35;1;9;1;5;959;B17;
05/image.000960.jp2;1009.72;385.62;1062.45;434.97;35;1;9;1;5;960;B17;
05/image.000961.jp2;1407.12;368.12;1540.19;492.42;35;1;9;1;5;961;B17;
07/image.000962.jp2;1313.2;86.83;1373.25;173.8;94;10;10;1;7;962;E9b;
07/image.000963.jp2;46.42;99.04;116;188.42;94;10;10;1;7;963;E9b;
07/image.000964.jp2;888.32;88.48;946.39;177.43;94;10;10;1;7;964;E9b;
07/image.000965.jp2;1468.79;12.14;1530.72;99.32;94;10;11;1;7;965;E9b;
07/image.000966.jp2;204.78;62.5;266.54;149.47;94;10;11;1;7;966;E9b;
07/image.000967.jp2;789.92;19.2;847.31;107.63;94;10;11;1;7;967;E9b;
07/image.000968.jp2;677.18;13.06;735.96;104.49;87;10;12;1;7;968;E9a;
07/image.000969.jp2;363.73;34.09;424.64;124.66;87;10;12;1;7;969;E9a;
07/image.000970.jp2;164.98;49.8;229.47;138.78;87;10;12;1;7;970;E9a;
07/image.000970.jp2;176.41;143.67;236.82;175.92;193;0;12;2;7;970;Handic;
07/image.000969.jp2;371.32;131.23;431.05;161.29;193;0;12;2;7;969;Handic;
07/image.000968.jp2;675.96;113.06;740.04;142.04;193;0;12;2;7;968;Handic;
07/image.000971.jp2;1426.87;46.02;1472.2;91.52;-1;-1;13;1;7;971;X18_rechts;
07/image.000972.jp2;801.08;50.06;845.66;96.28;-1;-1;13;1;7;972;X18_rechts;
07/image.000973.jp2;1121.18;49.77;1165.18;96.33;-1;-1;13;1;7;973;X18_rechts;
05/image.000974.jp2;1269.88;353.36;1333.93;416.03;12;1;14;1;5;974;A23;
05/image.000975.jp2;1511.78;354.02;1604.84;444.22;12;1;14;1;5;975;A23;
05/image.000976.jp2;1366.43;347.91;1440.3;420.41;12;1;14;1;5;976;A23;
00/image.000977.jp2;1291.88;113.19;1361.82;175.66;31;6;15;1;0;977;B1;
00/image.000978.jp2;1397.94;113.06;1488.03;191.81;31;6;15;1;0;978;B1;
00/image.000979.jp2;1514.22;115.69;1626.06;215.29;31;6;15;1;0;979;B1;
04/image.000980.jp2;137.88;269.06;331.02;320.04;-1;-1;16;1;4;980;F34A_links;
02/image.000981.jp2;1184.82;461.17;1509.46;559.76;-1;-1;16;1;2;981;F34A_links;
02/image.000982.jp2;440.71;456.18;666.59;550.29;-1;-1;16;1;2;982;F34A_links;
04/image.000980.jp2;169.75;304.35;328.08;354.84;130;0;16;2;4;980;F29;
02/image.000981.jp2;1210.17;520.32;1479.89;616.8;130;0;16;2;2;981;F29;
02/image.000982.jp2;465.29;514.82;653.53;607.18;130;0;16;2;2;982;F29;
01/image.000983.jp2;1486.06;277.43;1575.45;360.29;34;1;17;1;1;983;B15A;
01/image.000984.jp2;1373.71;270.88;1436.98;330.06;34;1;17;1;1;984;B15A;
01/image.000985.jp2;1331.65;257.6;1383.63;304.8;34;1;17;1;1;985;B15A;
01/image.000986.jp2;1439.53;255.82;1626.47;439.9;65;2;18;1;1;986;C43;
01/image.000987.jp2;1308;246.67;1453.58;391.56;65;2;18;1;1;987;C43;
01/image.000988.jp2;1191.93;244.61;1300.44;354.81;65;2;18;1;1;988;C43;
02/image.000989.jp2;57.47;113.65;178.06;244.82;57;2;19;1;2;989;C3;
01/image.000990.jp2;1485.56;238.78;1565.45;314.7;57;2;19;1;1;990;C3;
01/image.000991.jp2;1381.72;244.99;1440.93;303.92;57;2;19;1;1;991;C3;
02/image.000989.jp2;20.59;239.88;236.47;391.65;205;0;19;2;2;989;m4;
01/image.000990.jp2;1449.59;314.09;1589.53;394.55;205;0;19;2;1;990;m4;
01/image.000991.jp2;1352.73;303.77;1461.51;367.51;205;0;19;2;1;991;m4;
02/image.000992.jp2;974.16;250.38;1036.57;319.49;42;8;20;1;2;992;C1;
02/image.000993.jp2;58.82;263.49;134.31;334.57;42;8;20;1;2;993;C1;
02/image.000994.jp2;534.58;244.1;602.27;312.12;42;8;20;1;2;994;C1;
02/image.000992.jp2;967.87;320.47;1028.97;388.25;76;3;20;2;2;992;D1b;
02/image.000994.jp2;532.54;313.14;599.88;382.19;76;3;20;2;2;994;D1b;
02/image.000993.jp2;65.69;336.04;140.2;404.67;76;3;20;2;2;993;D1b;
02/image.000994.jp2;481.52;381.17;597.84;417.22;205;0;20;3;2;994;m4;
02/image.000992.jp2;913.74;384.76;1021.6;423.85;205;0;20;3;2;992;m4;
02/image.000993.jp2;15.67;405.97;141.85;440.64;205;0;20;3;2;993;m4;
05/image.000995.jp2;1455.8;321.8;1561.58;423.84;58;2;21;1;5;995;C31LEFT;
05/image.000996.jp2;1341.04;331.94;1431.24;419.29;58;2;21;1;5;996;C31LEFT;
06/image.000997.jp2;126.07;126.92;254.94;299.45;58;2;21;1;6;997;C31LEFT;
06/image.000998.jp2;1418.68;136.11;1462.29;182.28;82;4;22;1;6;998;E1;
06/image.000999.jp2;213.34;168.11;257.43;213.43;82;4;22;1;6;999;E1;
